1543352	"Tuple{typeof(Base._split), String, String, Int64, Bool, Array{Base.SubString{String}, 1}}"
24268	"Tuple{typeof(Base.split), String, String}"
202124	"Tuple{typeof(Base.iterate), Array{Base.SubString{String}, 1}}"
116975	"Tuple{typeof(Base.length), Base.SubString{String}}"
134303	"Tuple{typeof(Base.in), Char, Base.SubString{String}}"
6439925	"Tuple{typeof(Base.tryparse_internal), Type{UInt32}, Base.SubString{String}, Int64, Int64, Int64, Bool}"
450658	"Tuple{typeof(Crayons._parse_color), UInt32}"
4913938	"Tuple{typeof(Base.tryparse_internal), Type{Int64}, Base.SubString{String}, Int64, Int64, Int64, Bool}"
1373157	"Tuple{typeof(Base.prevind), Base.SubString{String}, Int64, Int64}"
855197	"Tuple{typeof(Base.match), Base.Regex, Base.SubString{String}, Int64, UInt32}"
518833	"Tuple{typeof(Base.ht_keyindex), Base.Dict{Symbol, Int64}, Symbol}"
436513	"Tuple{typeof(Crayons._parse_color), Symbol}"
4163565	"Tuple{typeof(Base.tryparse_internal), Type{UInt32}, String, Int64, Int64, Int64, Bool}"
156553	"Tuple{typeof(Crayons._parse_color_string), Base.SubString{String}}"
258952	"Tuple{typeof(Base.iterate), Array{Base.SubString{String}, 1}, Int64}"
