267272	"Tuple{Type{Crayons.Crayon}, Crayons.ANSIColor, Crayons.ANSIColor, Crayons.ANSIStyle, Crayons.ANSIStyle, Crayons.ANSIStyle, Crayons.ANSIStyle, Crayons.ANSIStyle, Crayons.ANSIStyle, Crayons.ANSIStyle, Crayons.ANSIStyle, Crayons.ANSIStyle}"
116819	"Tuple{getfield(Base, Symbol("#@views")), LineNumberNode, Module, Any}"
1735000	"Tuple{typeof(Base.replace_ref_end_!), Expr, Nothing}"
42440	"Tuple{typeof(Base.replace_ref_end!), Expr}"
307821	"Tuple{typeof(Base.replace_ref_end_!), Symbol, Nothing}"
238988	"Tuple{typeof(Base.replace_ref_end_!), Symbol, Expr}"
184145	"Tuple{typeof(Base.replace_ref_end_!), QuoteNode, Nothing}"
244291	"Tuple{typeof(Base.replace_ref_end_!), Float64, Nothing}"
182382	"Tuple{typeof(Core.Compiler.getindex), Tuple{typeof(Base._views)}, Int64}"
156714	"Tuple{typeof(Core.Compiler.getindex), Tuple{Symbol, typeof(Base.maybeview)}, Int64}"
2066914	"Tuple{typeof(Base.Broadcast._broadcast_getindex), Base.Broadcast.Broadcasted{Base.Broadcast.DefaultArrayStyle{1}, Tuple{Base.OneTo{Int64}}, typeof(Base._views), Tuple{Base.Broadcast.Extruded{Array{Any, 1}, Tuple{Bool}, Tuple{Int64}}}}, Int64}"
142525	"Tuple{typeof(Base.throw_boundserror), Base.Broadcast.Broadcasted{Base.Broadcast.DefaultArrayStyle{1}, Tuple{Base.OneTo{Int64}}, typeof(Base._views), Tuple{Base.Broadcast.Extruded{Array{Any, 1}, Tuple{Bool}, Tuple{Int64}}}}, Tuple{Int64}}"
47283	"Tuple{typeof(Base.getindex), Base.Broadcast.Broadcasted{Base.Broadcast.DefaultArrayStyle{1}, Tuple{Base.OneTo{Int64}}, typeof(Base._views), Tuple{Base.Broadcast.Extruded{Array{Any, 1}, Tuple{Bool}, Tuple{Int64}}}}, Int64}"
154747	"Tuple{typeof(Base.copy), Base.Broadcast.Broadcasted{Base.Broadcast.DefaultArrayStyle{1}, Tuple{Base.OneTo{Int64}}, typeof(Base._views), Tuple{Array{Any, 1}}}}"
43755	"Tuple{typeof(Base.Broadcast.materialize), Base.Broadcast.Broadcasted{Base.Broadcast.DefaultArrayStyle{1}, Nothing, typeof(Base._views), Tuple{Array{Any, 1}}}}"
1479227	"Tuple{typeof(Base._views), Expr}"
169864	"Tuple{typeof(Base.Broadcast.broadcasted), Function, Array{Any, 1}}"
100225	"Tuple{Type{Base.Broadcast.Broadcasted{Base.Broadcast.DefaultArrayStyle{1}, Axes, F, Args} where Args<:Tuple where F where Axes}, typeof(Base._views), Tuple{Array{Any, 1}}}"
102687	"Tuple{typeof(Base.Broadcast.combine_eltypes), Function, Tuple{Array{Any, 1}}}"
649238	"Tuple{typeof(Core.Compiler.signature_type), Any, Any}"
143915	"Tuple{typeof(Core.Compiler.return_type), Any, Any}"
106838	"Tuple{typeof(Base.Broadcast._broadcast_getindex_evalf), typeof(Base._views), Symbol}"
202836	"Tuple{typeof(Base.similar), Base.Broadcast.Broadcasted{Base.Broadcast.DefaultArrayStyle{1}, Tuple{Base.OneTo{Int64}}, typeof(Base._views), Tuple{Base.Broadcast.Extruded{Array{Any, 1}, Tuple{Bool}, Tuple{Int64}}}}, Type{Symbol}}"
684325	"Tuple{typeof(Base.Broadcast.copyto_nonleaf!), Array{Symbol, 1}, Base.Broadcast.Broadcasted{Base.Broadcast.DefaultArrayStyle{1}, Tuple{Base.OneTo{Int64}}, typeof(Base._views), Tuple{Base.Broadcast.Extruded{Array{Any, 1}, Tuple{Bool}, Tuple{Int64}}}}, Base.OneTo{Int64}, Int64, Int64}"
134698	"Tuple{typeof(Base.Broadcast._broadcast_getindex_evalf), typeof(Base._views), Expr}"
120832	"Tuple{typeof(Base.similar), Array{Symbol, 1}, Type{T} where T}"
349123	"Tuple{typeof(Base.Broadcast.copyto_nonleaf!), Array{Any, 1}, Base.Broadcast.Broadcasted{Base.Broadcast.DefaultArrayStyle{1}, Tuple{Base.OneTo{Int64}}, typeof(Base._views), Tuple{Base.Broadcast.Extruded{Array{Any, 1}, Tuple{Bool}, Tuple{Int64}}}}, Base.OneTo{Int64}, Int64, Int64}"
92053	"Tuple{typeof(Base.Broadcast._broadcast_getindex_evalf), typeof(Base._views), QuoteNode}"
156114	"Tuple{typeof(Base.similar), Base.Broadcast.Broadcasted{Base.Broadcast.DefaultArrayStyle{1}, Tuple{Base.OneTo{Int64}}, typeof(Base._views), Tuple{Base.Broadcast.Extruded{Array{Any, 1}, Tuple{Bool}, Tuple{Int64}}}}, Type{Expr}}"
115760	"Tuple{typeof(Base.setindex!), Array{Expr, 1}, Expr, Int64}"
672460	"Tuple{typeof(Base.Broadcast.copyto_nonleaf!), Array{Expr, 1}, Base.Broadcast.Broadcasted{Base.Broadcast.DefaultArrayStyle{1}, Tuple{Base.OneTo{Int64}}, typeof(Base._views), Tuple{Base.Broadcast.Extruded{Array{Any, 1}, Tuple{Bool}, Tuple{Int64}}}}, Base.OneTo{Int64}, Int64, Int64}"
162960	"Tuple{typeof(Base.similar), Array{Expr, 1}, Type{T} where T}"
127844	"Tuple{typeof(Base.Broadcast._broadcast_getindex_evalf), typeof(Base._views), Float64}"
341288	"Tuple{getfield(Base.Threads, Symbol("#@threads")), LineNumberNode, Module, Vararg{Any, N} where N}"
111308	"Tuple{typeof(Base.getindex), Tuple{Expr}, Int64}"
265017	"Tuple{typeof(Base.Threads._threadsfor), Expr, Expr}"
1403091	"Tuple{typeof(Base.replace_ref_end_!), Expr, Expr}"
185401	"Tuple{typeof(Base.replace_ref_end_!), LineNumberNode, Nothing}"
212411	"Tuple{typeof(Base.replace_ref_end_!), Int64, Expr}"
103691	"Tuple{typeof(Base.Broadcast._broadcast_getindex_evalf), typeof(Base._views), LineNumberNode}"
104266	"Tuple{typeof(Base.Broadcast._broadcast_getindex_evalf), typeof(Base._views), Int64}"
314664	"Tuple{typeof(Base.Filesystem.isfile), String}"
